epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,3672.01,0.00608,0.59769,0.06557,0.85398,0.89226,0.91118,0.68808,0.0058,0.69479,0.0659,6.0022e-05,6.0022e-05,6.0022e-05
178,3694.32,0.00606,0.59043,0.06499,0.8618,0.88411,0.9127,0.68844,0.00581,0.69368,0.06597,5.75221e-05,5.75221e-05,5.75221e-05
179,3717.49,0.00606,0.58756,0.06554,0.86821,0.88119,0.91286,0.68871,0.0058,0.69326,0.06595,5.50222e-05,5.50222e-05,5.50222e-05
180,3738.93,0.00601,0.58867,0.06496,0.85032,0.90048,0.91317,0.68783,0.0058,0.69511,0.06584,5.25224e-05,5.25224e-05,5.25224e-05
181,3760.75,0.00603,0.5888,0.06511,0.85132,0.9046,0.91338,0.68792,0.00579,0.69497,0.06573,5.00225e-05,5.00225e-05,5.00225e-05
182,3782.48,0.00604,0.5904,0.06519,0.8547,0.90103,0.9121,0.68913,0.00579,0.69585,0.06566,4.75226e-05,4.75226e-05,4.75226e-05
183,3804.17,0.00602,0.58469,0.06527,0.86682,0.88213,0.91129,0.68677,0.00577,0.69462,0.06561,4.50227e-05,4.50227e-05,4.50227e-05
184,3825.65,0.00601,0.58291,0.06497,0.85493,0.89449,0.91211,0.68723,0.00578,0.69462,0.06563,4.25229e-05,4.25229e-05,4.25229e-05
185,3847.41,0.006,0.58431,0.06519,0.85151,0.89686,0.91092,0.68861,0.00578,0.69275,0.06564,4.0023e-05,4.0023e-05,4.0023e-05
186,3870.15,0.006,0.58548,0.06507,0.85023,0.89994,0.91086,0.68799,0.00578,0.69388,0.06564,3.75231e-05,3.75231e-05,3.75231e-05
187,3892.79,0.006,0.58173,0.06512,0.85412,0.89633,0.91194,0.68876,0.00577,0.69193,0.06565,3.50232e-05,3.50232e-05,3.50232e-05
188,3917.62,0.00597,0.57479,0.06499,0.86071,0.88725,0.91112,0.68802,0.00578,0.69394,0.06566,3.25234e-05,3.25234e-05,3.25234e-05
189,3939.98,0.006,0.57877,0.06496,0.84655,0.89976,0.90906,0.68755,0.00577,0.69551,0.06565,3.00235e-05,3.00235e-05,3.00235e-05
190,3965.33,0.00599,0.57839,0.06499,0.84485,0.90164,0.90922,0.68754,0.00577,0.6967,0.06566,2.75236e-05,2.75236e-05,2.75236e-05
191,3989.59,0.00605,0.57477,0.06687,0.87526,0.86636,0.90828,0.6846,0.00582,0.70244,0.06588,2.50238e-05,2.50238e-05,2.50238e-05
192,4013.29,0.00591,0.55132,0.06659,0.8724,0.86562,0.90881,0.6806,0.00585,0.70711,0.06609,2.25239e-05,2.25239e-05,2.25239e-05
193,4035.92,0.00586,0.54357,0.06643,0.8699,0.86758,0.90882,0.68032,0.00586,0.70935,0.06621,2.0024e-05,2.0024e-05,2.0024e-05
194,4060.68,0.00584,0.54239,0.06649,0.85381,0.88351,0.90793,0.6783,0.00586,0.70922,0.06625,1.75241e-05,1.75241e-05,1.75241e-05
195,4082.37,0.00584,0.53622,0.06618,0.84938,0.88891,0.90724,0.6777,0.00586,0.71176,0.06626,1.50243e-05,1.50243e-05,1.50243e-05
196,4105.8,0.00584,0.53982,0.06608,0.84662,0.89099,0.90662,0.67713,0.00587,0.71315,0.06626,1.25244e-05,1.25244e-05,1.25244e-05
197,4126.8,0.0058,0.53632,0.06597,0.84365,0.89281,0.90609,0.67756,0.00588,0.71423,0.06624,1.00245e-05,1.00245e-05,1.00245e-05
198,4149.3,0.00581,0.5323,0.0661,0.84071,0.89678,0.90606,0.67799,0.00587,0.71468,0.06622,7.52463e-06,7.52463e-06,7.52463e-06
199,4171.97,0.0058,0.52905,0.06601,0.84125,0.89649,0.90574,0.67786,0.00588,0.71531,0.06622,5.02475e-06,5.02475e-06,5.02475e-06
200,4193.34,0.00579,0.52779,0.06619,0.84214,0.8953,0.90531,0.67711,0.00588,0.71575,0.06623,2.52488e-06,2.52488e-06,2.52488e-06
